Theodor-Heuss-Straße | from 21509749 → 265590631
['Weinbergstraße', 'Rainlesstraße'] | from 81723901 → 81723887
Rainlesstraße | from 81723901 → 81723904
In der Steig | from 418938561 → 81723887
Römerstraße | from 271406775 → 2945724281
Marienburger Straße | from 271406775 → 2945724280
Römerstraße | from 271406775 → 81733909
Breslauer Straße | from 270504421 → 270504415
Sachsenäckerstraße | from 270504421 → 81733914
Sachsenäckerstraße | from 270504421 → 81733909
['Memeler Straße', 'Königsberger Straße'] | from 81733914 → 281072631
Sachsenäckerstraße | from 81733914 → 81733927
Sachsenäckerstraße | from 81733914 → 270504421
Memeler Straße | from 281072631 → 81733927
['Königsberger Straße', 'Memeler Straße'] | from 281072631 → 81733914
Danziger Straße | from 281072631 → 281072612
Sachsenäckerstraße | from 81733927 → 281072612
Sachsenäckerstraße | from 81733927 → 81733914
Memeler Straße | from 81733927 → 281072631
Sachsenäckerstraße | from 281072612 → 81733945
Sachsenäckerstraße | from 281072612 → 81733927
Danziger Straße | from 281072612 → 281072631
Stettiner Straße | from 81733945 → 281071810
Sachsenäckerstraße | from 81733945 → 602618386
Sachsenäckerstraße | from 81733945 → 281072612
Stettiner Straße | from 281071810 → 270503907
Stettiner Straße | from 281071810 → 81733945
Stettiner Straße | from 602618386 → 281071810
['Sachsenäckerstraße', 'Liebermannstraße'] | from 602618386 → 81734035
Sachsenäckerstraße | from 602618386 → 81733945
Lindenstraße | from 81733982 → 430124222
Leinbachstraße | from 81733982 → 1014721479
Leinbachstraße | from 81733982 → 81733991
Lindenstraße | from 430124222 → 81733982
Lindenstraße | from 430124222 → 271408607
Keitweg | from 430124222 → 81733997
Römerstraße | from 1014721479 → 81733985
Nordheimer Weg | from 1014721479 → 271409876
Römerstraße | from 1014721479 → 271408610
Leinbachstraße | from 1014721479 → 81733982
Leinbachstraße | from 81733991 → 423047248
Liebermannstraße | from 81733991 → 81733997
Leinbachstraße | from 81733991 → 81733982
Römerstraße | from 81733985 → 1014721479
Rosenstraße | from 81733985 → 948191805
Römerstraße | from 81733985 → 81745043
Rosenstraße | from 948191805 → 948192168
['Tulpenstraße', 'Rosenstraße'] | from 948191805 → 271409891
Rosenstraße | from 948191805 → 81733985
Brünnlesstraße | from 81745043 → 266874477
Römerstraße | from 81745043 → 451759325
Römerstraße | from 81745043 → 81733985
Liebermannstraße | from 81733997 → 81734005
Liebermannstraße | from 81733997 → 81733991
Keitweg | from 81733997 → 430124222
Haldenweg | from 81733997 → 423047248
Liebermannstraße | from 81734005 → 81733997
Heinrich-Zille-Straße | from 81734005 → 271408607
Liebermannstraße | from 81734005 → 430124224
Liebermannstraße | from 430124224 → 81734035
Liebermannstraße | from 430124224 → 81734005
Kollwitzstraße | from 430124224 → 430124226
Dürerstraße | from 81734035 → 270503907
Liebermannstraße | from 81734035 → 430124224
Breslauer Straße | from 81734035 → 270504413
['Sachsenäckerstraße', 'Liebermannstraße'] | from 81734035 → 602618386
Dürerstraße | from 270503907 → 81734035
Stettiner Straße | from 270503907 → 281071810
['Schongauerstraße', 'Dürerstraße'] | from 270503907 → 270503874
Breslauer Straße | from 270504413 → 270504415
Breslauer Straße | from 270504413 → 81734035
Sudetenstraße | from 270504413 → 281071802
Frankenbacher Straße | from 81742405 → 435601406
Frankenbacher Straße | from 81742405 → 2411829878
Palmstraße | from 435601406 → 435601408
Palmstraße | from 435601406 → 435601403
Frankenbacher Straße | from 435601406 → 1738947572
Frankenbacher Straße | from 435601406 → 81742405
Frankenbacher Straße | from 2411829878 → 1024832490
Talstraße | from 2411829878 → 81742413
Talstraße | from 81742413 → 2411829878
Melanchthonweg | from 266874477 → 271409893
Melanchthonweg | from 266874477 → 81748586
Brünnlesstraße | from 266874477 → 81745043
Melanchthonweg | from 81748586 → 266874477
['Widmannstal', 'Widmannstraße'] | from 81748586 → 429215523
Widmannstraße | from 81748586 → 451759325
Widmannstal | from 429215523 → 81748622
Widmannstal | from 429215523 → 81748622
['Widmannstal', 'Widmannstraße'] | from 429215523 → 81748586
Widmannstal | from 81748622 → 429215523
Widmannstal | from 81748622 → 429215523
Widmannstal | from 81748622 → 81755998
Widmannstal | from 81755998 → 81756021
Widmannstal | from 81755998 → 81748628
Widmannstal | from 81755998 → 81748622
Widmannstal | from 81748628 → 81755998
Frankenbacher Straße | from 428803439 → 81756021
Frankenbacher Straße | from 428803439 → 1738947572
['Leonhard-Frank-Straße', 'Hegelstraße'] | from 428803439 → 428803447
Heilbronner Weg | from 81806438 → 266522979
Heilbronner Weg | from 81806438 → 1600874614
Pirolweg | from 81806438 → 81806446
Heilbronner Weg | from 266522979 → 81806438
Eisvogelweg | from 266522979 → 266522980
Heilbronner Weg | from 266522979 → 266508433
Herbert-Hoover-Straße | from 86050654 → 1213558187
Herbert-Hoover-Straße | from 86050654 → 95112515
Herbert-Hoover-Straße | from 86050654 → 2286708121
Herbert-Hoover-Straße | from 1213558187 → 1213557835
Herbert-Hoover-Straße | from 1213558187 → 86050666
Herbert-Hoover-Straße | from 1213558187 → 86050654
Herbert-Hoover-Straße | from 2286708121 → 535177321
Herbert-Hoover-Straße | from 2286708121 → 86050654
Herbert-Hoover-Straße | from 2286708121 → 2286708130
Herbert-Hoover-Straße | from 86050666 → 1213558187
Heinrieter Straße | from 86050684 → 1203434082
Happenbacher Straße | from 86050684 → 86054014
Happenbacher Straße | from 86050684 → 825023822
Heinrieter Straße | from 1203434082 → 1203434082
Heinrieter Straße | from 1203434082 → 1203434082
Heinrieter Straße | from 1203434082 → 86050684
Happenbacher Straße | from 86054014 → 86050757
Happenbacher Straße | from 86054014 → 86050684
Gruppenbacher Straße | from 86054014 → 1203433999
Happenbacher Straße | from 86050757 → 86054014
Im Kohlpfad | from 86053975 → 1203433999
Im Kohlpfad | from 86053975 → 1203433853
Im Kohlpfad | from 86053975 → 86053974
Im Kohlpfad | from 1203433999 → 86053975
Im Kohlpfad | from 1203433999 → 1203433853
Gruppenbacher Straße | from 1203433999 → 86054014
Wunnensteinstraße | from 1203433853 → 1203433952
Im Kohlpfad | from 1203433853 → 1203433999
Im Kohlpfad | from 1203433853 → 86053975
Löwensteiner Straße | from 90465707 → 90465705
Dinkelsbühler Straße | from 90465707 → 90465708
Dinkelsbühler Straße | from 90465707 → 90465708
Dinkelsbühler Straße | from 90465708 → 90465707
Dinkelsbühler Straße | from 90465708 → 90465707
Dinkelsbühler Straße | from 90465708 → 90465723
Im Gemmingstal | from 1067949253 → 1067949146
['Nürnberger Straße', 'Sandbergsteige'] | from 1067949253 → 95034779
Im Gemmingstal | from 1067949253 → 90473324
Maihaldenstraße | from 583331040 → 91716498
Maihaldenstraße | from 583331040 → 1556688083
Unnamed | from 583331040 → 1025039190
Speyerer Straße | from 1556688060 → 91716498
Speyerer Straße | from 1556688060 → 1556688044
Steinhaldestraße | from 91716534 → 1536878684
Saarbrückener Straße | from 1536878684 → 1536878662
Steinhaldestraße | from 1536878684 → 91716534
Saarbrückener Straße | from 1536878684 → 1536878695
Pfühlstraße | from 94066561 → 266652926
Pfühlstraße | from 94066561 → 1561447085
Kernerstraße | from 94066561 → 94066569
Kernerstraße | from 94066561 → 96068889
Pfühlstraße | from 266652926 → 94066561
Liederkranzstraße | from 266652926 → 266652927
Pfühlstraße | from 266652926 → 96061992
Pfühlstraße | from 1561447085 → 519710552
Pfühlstraße | from 1561447085 → 94066561
Schubartstraße | from 1561447085 → 96070326
Villmatstraße | from 1561447085 → 94066569
Villmatstraße | from 94066569 → 1561447088
Kernerstraße | from 94066569 → 94066561
Villmatstraße | from 94066569 → 1561447085
Schillerstraße | from 96068889 → 96070326
Schillerstraße | from 96068889 → 289467301
Kernerstraße | from 96068889 → 94066561
Kernerstraße | from 96068889 → 94066562
Karlstraße | from 289467306 → 289467303
Adelberger Straße | from 289467306 → 471884877
Karlstraße | from 289467306 → 94066562
Kernerstraße | from 2272643215 → 94066562
Weinsberger Straße | from 1561447088 → 96057115
Villmatstraße | from 1561447088 → 94066569
Villmatstraße | from 1561447088 → 1561447092
Jägerhausstraße | from 11150211508 → 94071533
Jägerhausstraße | from 11150211508 → 197737564
Hölderlinstraße | from 11150211508 → 197743836
Karl-Wulle-Straße | from 94072320 → 94072323
Karl-Wulle-Straße | from 94072320 → 94072311
Hegelmaierstraße | from 94072320 → 275376463
Karl-Wulle-Straße | from 1132413080 → 94072311
Karl-Wulle-Straße | from 94072323 → 94072320
Rampachertal | from 94072323 → 275376454
Rampachertal | from 94072323 → 94077919
Hegelmaierstraße | from 275376463 → 275376466
Hegelmaierstraße | from 275376463 → 94072320
Hegelmaierstraße | from 275376463 → 441701726
Rampachertal | from 275376454 → 275376466
Rampachertal | from 275376454 → 94072323
Rampachertal | from 275376454 → 1132413090
Rampachertal | from 94077919 → 94072323
Rampachertal | from 94077919 → 94075469
Wilhelm-Blos-Straße | from 94077919 → 471116629
Rampachertal | from 95045162 → 94075469
Rampachertal | from 94075484 → 275376466
Rampachertal | from 94075484 → 94075492
Rampachertal | from 94075484 → 94075492
Rampachertal | from 275376466 → 94075484
Rampachertal | from 275376466 → 275376454
Hegelmaierstraße | from 275376466 → 275376463
Katzensteige | from 94075492 → 94076581
Rampachertal | from 94075492 → 94075484
Rampachertal | from 94075492 → 94075484
Katzensteige | from 94076581 → 94076593
Katzensteige | from 94076581 → 94075492
Beutingerstraße | from 94076581 → 94076609
Katzensteige | from 94076593 → 94076581
Katzensteige | from 94076593 → 525779986
Beutingerstraße | from 94076593 → 94076609
Rosengartstraße | from 94076609 → 94077891
Beutingerstraße | from 94076609 → 94076581
Beutingerstraße | from 94076609 → 94076593
Rosengartstraße | from 94077891 → 94077895
Rosengartstraße | from 94077891 → 94076609
Rosengartstraße | from 94077891 → 1069235505
Rosengartstraße | from 94077895 → 94077891
Wilhelm-Blos-Straße | from 94077895 → 525779986
Wilhelm-Blos-Straße | from 94077895 → 471116629
Rosengartstraße | from 1069235505 → 94077891
Wilhelm-Blos-Straße | from 471116629 → 94077919
Wilhelm-Blos-Straße | from 471116629 → 94077895
Bebelstraße | from 471116629 → 525781771
Augustenstraße | from 94655043 → 94655047
Klingenberger Straße | from 94655043 → 21740405
Pfalzstraße | from 94593166 → 94593168
Pfalzstraße | from 94593166 → 94600787
['Lachmannstraße', 'Linkstraße'] | from 94593166 → 96058567
Linkstraße | from 94593166 → 1431732873
Pfalzstraße | from 94593168 → 94593166
Burenstraße | from 94593168 → 96058567
Burenstraße | from 94593168 → 1431732864
Burenstraße | from 96058567 → 96058564
Burenstraße | from 96058567 → 94593168
['Lachmannstraße', 'Linkstraße'] | from 96058567 → 94593166
Linkstraße | from 1431732873 → 96060104
Stielerstraße | from 1431732873 → 1431732869
Linkstraße | from 1431732873 → 94593166
Stielerstraße | from 1431732873 → 1431732876
Stielerstraße | from 1431732864 → 1431732869
Burenstraße | from 1431732864 → 94593168
Burenstraße | from 1431732864 → 96060109
['Hofstattstraße', 'Maulbronner Straße'] | from 1559022274 → 1289271184
Hofstattstraße | from 1559022274 → 1559033314
Strombergstraße | from 1559022274 → 1289349583
Strombergstraße | from 1559022274 → 94648008
Agnese-Schebest-Straße | from 94675162 → 95061585
Karl-Döft-Straße | from 94675162 → 615959296
Karl-Döft-Straße | from 94675162 → 255711596
Friedrich-Ackermann-Straße | from 95061585 → 95061955
Friedrich-Ackermann-Straße | from 95061585 → 95063773
Agnese-Schebest-Straße | from 95061585 → 94675162
Karl-Döft-Straße | from 255711596 → 94675162
Bruckmannstraße | from 94816107 → 130426255
Mönchseestraße | from 94816107 → 1227186318
Mönchseestraße | from 94816107 → 130426232
Bruckmannstraße | from 130426255 → 535189101
Bruckmannstraße | from 130426255 → 94816107
Härlestraße | from 130426255 → 130426242
Mönchseestraße | from 1227186318 → 94816107
Lerchenstraße | from 1227186318 → 1227186306
Lixstraße | from 1227193620 → 94819585
Lerchenstraße | from 1227193620 → 1227193578
Lerchenstraße | from 1227193620 → 1559022371
Platenweg | from 364663541 → 94828102
Richard-Wagner-Straße | from 364663541 → 364663554
Platenweg | from 364663541 → 94828107
Richard-Wagner-Straße | from 364663554 → 364663541
Richard-Wagner-Straße | from 364663554 → 1558997382
Richard-Wagner-Straße | from 364663554 → 94828107
Reinerstraße | from 94870757 → 94870774
Reinerstraße | from 94870757 → 94872075
Hahnstraße | from 94870757 → 94870763
Hünderstraße | from 94870769 → 94870774
Lämlinstraße | from 278554533 → 278554520
Reinerstraße | from 278554533 → 278554534
Reinerstraße | from 278554533 → 94870774
Fürfelder Straße | from 94905095 → 94905103
Fürfelder Straße | from 94905095 → 94905087
Kocherstraße | from 94905095 → 94905116
Kocherstraße | from 94905116 → 94905095
['Münzerstraße', 'Salzburger Straße'] | from 94905116 → 94905087
['Salzburger Straße', 'Landwehrstraße'] | from 94905116 → 94913291
Hans-Sachs-Straße | from 713583697 → 254306908
Fasanenweg | from 713583697 → 5610241292
Neckargartacher Straße | from 713583697 → 94905110
Neckargartacher Straße | from 713583697 → 713844313
Holunderweg | from 248060126 → 94922478
Holunderweg | from 248060126 → 248060126
Platanenstraße | from 94944265 → 94925287
['Erlenweg', 'Platanenstraße'] | from 94944265 → 94952249
Eschenweg | from 94944265 → 94964218
Im Kreuzgrund | from 94952249 → 94964218
Im Kreuzgrund | from 94952249 → 94952253
['Erlenweg', 'Platanenstraße'] | from 94952249 → 94944265
Im Kreuzgrund | from 94964218 → 353895486
Im Kreuzgrund | from 94964218 → 94952249
Birkenhof | from 94964218 → 94958491
Eschenweg | from 94964218 → 94944265
Im Kreuzgrund | from 94952253 → 94952249
Im Kreuzgrund | from 94952253 → 94953676
Eichenhof | from 94952253 → 94958486
Heidelberger Straße | from 251355092 → 94953671
Heidelberger Straße | from 251355092 → 251355125
Heidelberger Straße | from 251355092 → 251355099
Im Kreuzgrund | from 94954349 → 94953676
Buchenhof | from 94954349 → 94955768
Im Kreuzgrund | from 94954349 → 94953671
Im Kreuzgrund | from 1728178673 → 94964221
Saarlandstraße | from 1728178673 → 1728178639
Reiherweg | from 7531636293 → 94964225
Taxisstraße | from 260000131 → 265072648
Amsterdamer Straße | from 260000131 → 95000477
Amsterdamer Straße | from 260000131 → 1560929275
Untere Kanalstraße | from 95006137 → 889314175
['Bei dem Schloss', 'Obere Kanalstraße'] | from 95006137 → 257736722
Schleusenstraße | from 95006137 → 886868109
['Bei dem Schloss', 'Obere Kanalstraße'] | from 257736722 → 95006137
